Optimizer,Loss Function,Gamma,Alpha,Threshold,Learning rate,Epochs,Loss,Acc,Precision,Recall,F1-Score,Mean IoU,AUC,TP,FP,TN,FN
Adam,SFCE,5.0,0.05,0.4,0.001,50,0.00040270035970024765,0.9762234,0.46899602,0.761544,0.5804948806762695,0.69238377,0.9766151905059814,145544.0,45573.0,8491456.0,164787.0
Adam,SFCE,5.0,0.1,0.4,0.001,50,0.0007018122705630958,0.97588015,0.5268052,0.71069497,0.6050872802734375,0.70460373,0.9757899045944214,163484.0,66550.0,8470479.0,146847.0
Adam,SFCE,5.0,0.15,0.4,0.001,50,0.0009812661446630955,0.976593,0.64334214,0.67436,0.658486008644104,0.73345274,0.9761254787445068,199649.0,96408.0,8440621.0,110682.0
Adam,SFCE,5.0,0.2,0.4,0.001,50,0.001070232130587101,0.9760982,0.6742059,0.65467113,0.664294958114624,0.7364279,0.9754553437232971,209227.0,110364.0,8426665.0,101104.0
Adam,SFCE,5.0,0.25,0.4,0.001,50,0.0011074653593823314,0.97352725,0.75346,0.5972053,0.666294276714325,0.7361949,0.977089524269104,233822.0,157705.0,8379324.0,76509.0
Adam,SFCE,5.0,0.3,0.4,0.001,50,0.0016002797055989504,0.9742361,0.6925315,0.61856437,0.6534614562988281,0.7294423,0.9707176685333252,214914.0,132526.0,8404503.0,95417.0
Adam,SFCE,5.0,0.35,0.4,0.001,50,0.0011740504996851087,0.96674,0.75905085,0.5176554,0.6155319809913635,0.70521414,0.977394700050354,235557.0,219489.0,8317540.0,74774.0
Adam,SFCE,5.0,0.4,0.4,0.001,50,0.0015784583520144224,0.9694061,0.800629,0.54336226,0.6473726630210876,0.7235631,0.9771896004676819,248460.0,208804.0,8328225.0,61871.0
Adam,SFCE,5.0,0.45,0.4,0.001,50,0.002652047900483012,0.9709565,0.72926974,0.5668404,0.6378771662712097,0.71924525,0.9694269299507141,226315.0,172942.0,8364087.0,84016.0
Adam,SFCE,5.0,0.5,0.4,0.001,50,0.0013974576722830534,0.959095,0.8306228,0.4545323,0.5875476002693176,0.68692213,0.97710120677948,257768.0,309338.0,8227691.0,52563.0
Adam,SFCE,5.0,0.55,0.4,0.001,50,0.0012476553674787283,0.93588936,0.9044665,0.3430309,0.4974117875099182,0.63241273,0.975857675075531,280684.0,537563.0,7999466.0,29647.0
Adam,SFCE,5.0,0.6,0.4,0.001,50,0.0016649988247081637,0.95980835,0.7966462,0.45807076,0.5816775560379028,0.68438476,0.9695160984992981,247224.0,292483.0,8244546.0,63107.0
Adam,SFCE,5.0,0.65,0.4,0.001,50,0.002227939199656248,0.9599275,0.80553025,0.45938286,0.5850944519042969,0.6861421,0.9687545299530029,249981.0,294186.0,8242843.0,60350.0
Adam,SFCE,5.0,0.7,0.4,0.001,50,0.0018914074171334505,0.95589805,0.84712774,0.43407333,0.5740185379981995,0.67854434,0.9712164402008057,262891.0,342745.0,8194284.0,47440.0
Adam,SFCE,5.0,0.75,0.4,0.001,50,0.001382096204906702,0.9033436,0.8985535,0.25291944,0.3947320878505707,0.573048,0.9619857668876648,278849.0,823672.0,7713357.0,31482.0
Adam,SFCE,5.0,0.8,0.4,0.001,50,0.0015693733002990484,0.95183456,0.88418174,0.41287333,0.5628983378410339,0.6709914,0.9771162271499634,274389.0,390195.0,8146834.0,35942.0
Adam,SFCE,5.0,0.85,0.4,0.001,50,0.0011121074203401804,0.9242242,0.9317084,0.3081309,0.46310538053512573,0.6114948,0.9759511351585388,289138.0,649223.0,7887806.0,21193.0
Adam,SFCE,5.0,0.9,0.4,0.001,50,0.0015039410209283233,0.9298982,0.8956727,0.3210402,0.47266194224357605,0.6185461,0.9698985815048218,277955.0,587840.0,7949189.0,32376.0
Adam,SFCE,5.0,0.95,0.4,0.001,50,0.0005629961378872395,0.82813334,0.98710734,0.16804588,0.2871988117694855,0.49482358,0.9760167598724365,306330.0,1516565.0,7020464.0,4001.0
Adam,SFCE,5.0,1.0,0.4,0.001,50,0.0,0.03507611,1.0,0.03507611,0.0677749365568161,0.017538056,0.5,310331.0,8537029.0,0.0,0.0
