Optimizer,Loss Function,Gamma,Alpha,Threshold,Learning rate,Epochs,Loss,Acc,Precision,Recall,F1-Score,Mean IoU,AUC,TP,FP,TN,FN
Adam,SFCE,3.0,1.0,0.4,0.001,50,0.0,0.03507611,1.0,0.03507611,0.0677749365568161,0.017538056,0.5,310331.0,8537029.0,0.0,0.0
Adam,SFCE,4.0,0.0,0.4,0.001,50,0.00685020862147212,0.9738124,0.7285898,0.60525525,0.6612204313278198,0.7335118,0.9761844873428345,226104.0,147464.0,8389565.0,84227.0
Adam,SFCE,4.0,0.05,0.4,0.001,50,0.0009024261380545795,0.9788421,0.48067063,0.8514341,0.6144552826881409,0.7109774,0.9778679609298706,149167.0,26028.0,8511001.0,161164.0
Adam,SFCE,4.0,0.1,0.4,0.001,50,0.0014595824759453535,0.9798724,0.5803739,0.7900825,0.6691832542419434,0.7411454,0.980812132358551,180108.0,47853.0,8489176.0,130223.0
Adam,SFCE,4.0,0.15,0.4,0.001,50,0.0015792610356584191,0.9787625,0.6170863,0.7349396,0.6708764433860779,0.74152184,0.9786801934242249,191501.0,69066.0,8467963.0,118830.0
Adam,SFCE,4.0,0.2,0.4,0.001,50,0.0017940547550097108,0.9793381,0.6466225,0.73288023,0.6870545744895935,0.7510755,0.9826831817626953,200667.0,73139.0,8463890.0,109664.0
Adam,SFCE,4.0,0.25,0.4,0.001,50,0.002279723295941949,0.9780392,0.6053246,0.7234332,0.659129798412323,0.7345657,0.9757701754570007,187851.0,71815.0,8465214.0,122480.0
Adam,SFCE,4.0,0.3,0.4,0.001,50,0.0020491767209023237,0.97620046,0.6834187,0.6537712,0.6682662963867188,0.73870885,0.979253351688385,212086.0,112318.0,8424711.0,98245.0
Adam,SFCE,4.0,0.35,0.4,0.001,50,0.0032428032718598843,0.97665024,0.7095037,0.65410334,0.6806791424751282,0.7459923,0.9766455888748169,220181.0,116433.0,8420596.0,90150.0
Adam,SFCE,4.0,0.4,0.4,0.001,50,0.003673096187412739,0.9737472,0.700233,0.60947144,0.6517073512077332,0.72822183,0.9712197780609131,217304.0,139241.0,8397788.0,93027.0
Adam,SFCE,4.0,0.45,0.4,0.001,50,0.00253937765955925,0.96683663,0.83049387,0.5169728,0.6372591257095337,0.7167361,0.9805387854576111,257728.0,240805.0,8296224.0,52603.0
Adam,SFCE,4.0,0.5,0.4,0.001,50,0.0033407462760806084,0.97266483,0.7711347,0.58349484,0.6643190383911133,0.7346343,0.978033721446991,239307.0,170820.0,8366209.0,71024.0
Adam,SFCE,4.0,0.55,0.4,0.001,50,0.0025438093580305576,0.9686642,0.815004,0.5349995,0.645962119102478,0.72240365,0.980005145072937,252920.0,219829.0,8317200.0,57411.0
Adam,SFCE,4.0,0.6,0.4,0.001,50,0.0026215333491563797,0.9387981,0.8246743,0.3444497,0.48593443632125854,0.6289609,0.9688242077827454,255922.0,487066.0,8049963.0,54409.0
Adam,SFCE,4.0,0.65,0.4,0.001,50,0.004188040737062693,0.9698721,0.77226895,0.5502584,0.6426293849945068,0.72123516,0.9761607050895691,239659.0,195880.0,8341149.0,70672.0
Adam,SFCE,4.0,0.7,0.4,0.001,50,0.002551756100729108,0.95018053,0.87521064,0.40318415,0.5520533323287964,0.6649345,0.9771516919136047,271605.0,402045.0,8134984.0,38726.0
Adam,SFCE,4.0,0.75,0.4,0.001,50,0.003923400770872831,0.9581237,0.8056688,0.44630247,0.5744093060493469,0.6799166,0.9709094166755676,250024.0,310188.0,8226841.0,60307.0
Adam,SFCE,4.0,0.8,0.4,0.001,50,0.0018828868633136153,0.91725135,0.9464539,0.29103532,0.4451780915260315,0.6003654,0.9795284867286682,293714.0,715490.0,7821539.0,16617.0
Adam,SFCE,4.0,0.85,0.4,0.001,50,0.004060358740389347,0.9482474,0.837857,0.38949233,0.5317783355712891,0.65443623,0.969158947467804,260013.0,407556.0,8129473.0,50318.0
Adam,SFCE,4.0,0.9,0.4,0.001,50,0.006371326744556427,0.95425034,0.8240685,0.42207226,0.5582298040390015,0.6700361,0.9701211452484131,255734.0,350167.0,8186862.0,54597.0
Adam,SFCE,4.0,0.95,0.4,0.001,50,0.0018200664781033993,0.9303678,0.93102205,0.32699358,0.48399752378463745,0.6236381,0.9805940985679626,288925.0,594655.0,7942374.0,21406.0
Adam,SFCE,4.0,1.0,0.4,0.001,50,0.0,0.03507611,1.0,0.03507611,0.0677749365568161,0.017538056,0.5,310331.0,8537029.0,0.0,0.0
Adam,SFCE,5.0,0.0,0.4,0.001,50,0.004119242075830698,0.96477604,0.7608135,0.49861884,0.6024237275123596,0.69742966,0.9684067368507385,236104.0,237412.0,8299617.0,74227.0
Adam,SFCE,5.0,0.05,0.4,0.001,50,0.00044667586917057633,0.9793387,0.5480954,0.7998674,0.6504684090614319,0.7304647,0.9812291860580444,170091.0,42558.0,8494471.0,140240.0
Adam,SFCE,5.0,0.1,0.4,0.001,50,0.0006396314711309969,0.9796606,0.6067618,0.7647728,0.6766629219055176,0.74527586,0.9778561592102051,188296.0,57916.0,8479113.0,122035.0
Adam,SFCE,5.0,0.15,0.4,0.001,50,0.0009255395270884037,0.9771799,0.73666185,0.6554439,0.6936836242675781,0.7537986,0.9778645038604736,228609.0,120176.0,8416853.0,81722.0
Adam,SFCE,5.0,0.2,0.4,0.001,50,0.0010826914804056287,0.974853,0.66436803,0.6353551,0.6495377421379089,0.72761357,0.9751459360122681,206174.0,118328.0,8418701.0,104157.0
Adam,SFCE,5.0,0.25,0.4,0.001,50,0.0012672245502471924,0.9765044,0.6907495,0.657015,0.6734622120857239,0.7418014,0.9770011305809021,214362.0,111904.0,8425125.0,95969.0
Adam,SFCE,5.0,0.3,0.4,0.001,50,0.0011052790796384215,0.96370196,0.82246697,0.48963043,0.6138322949409485,0.702726,0.9764035940170288,255237.0,266050.0,8270979.0,55094.0
Adam,SFCE,5.0,0.35,0.4,0.001,50,0.0011301999911665916,0.9725188,0.76660407,0.5822245,0.6618123054504395,0.73315907,0.9808204770088196,237901.0,170706.0,8366323.0,72430.0
Adam,SFCE,5.0,0.4,0.4,0.001,50,0.0012411816278472543,0.97296244,0.7853421,0.58541673,0.6707998514175415,0.73843044,0.9814238548278809,243716.0,172596.0,8364433.0,66615.0
Adam,SFCE,5.0,0.45,0.4,0.001,50,0.0015623276121914387,0.9715909,0.8078793,0.5666595,0.6661033630371094,0.73506445,0.981286883354187,250710.0,191725.0,8345304.0,59621.0
Adam,SFCE,5.0,0.5,0.4,0.001,50,0.0018085639458149672,0.9728199,0.7922766,0.58279544,0.6715787053108215,0.7387953,0.9806821942329407,245868.0,176010.0,8361019.0,64463.0
Adam,SFCE,5.0,0.55,0.4,0.001,50,0.002163082826882601,0.96745944,0.77592635,0.52442855,0.6258566975593567,0.7110007,0.9752015471458435,240794.0,218361.0,8318668.0,69537.0
Adam,SFCE,5.0,0.6,0.4,0.001,50,0.0034800278954207897,0.9656725,0.7562989,0.5071556,0.6071627140045166,0.70032746,0.966114342212677,234703.0,228080.0,8308949.0,75628.0
Adam,SFCE,5.0,0.65,0.4,0.001,50,0.002023484790697694,0.9594009,0.8213617,0.45626616,0.5866489410400391,0.6866366,0.974552571773529,254894.0,303758.0,8233271.0,55437.0
Adam,SFCE,5.0,0.7,0.4,0.001,50,0.0024066076148301363,0.95851904,0.828989,0.45039636,0.5836765766143799,0.68469185,0.9738149642944336,257261.0,313927.0,8223102.0,53070.0
Adam,SFCE,5.0,0.75,0.4,0.001,50,0.0031420066952705383,0.9606842,0.8563083,0.46703798,0.6044206619262695,0.69628143,0.9790151715278625,265739.0,303248.0,8233781.0,44592.0
Adam,SFCE,5.0,0.8,0.4,0.001,50,0.0010127263376489282,0.93218124,0.9290886,0.3328097,0.4900706708431244,0.627231,0.9810470342636108,288325.0,578011.0,7959018.0,22006.0
Adam,SFCE,5.0,0.85,0.4,0.001,50,0.002509023528546095,0.9502697,0.86259186,0.4025223,0.5489029884338379,0.6634928,0.9750547409057617,267689.0,397340.0,8139689.0,42642.0
Adam,SFCE,5.0,0.9,0.4,0.001,50,0.004206669516861439,0.9472665,0.8534565,0.38612452,0.531696617603302,0.65387774,0.9723728895187378,264854.0,421075.0,8115954.0,45477.0
Adam,SFCE,5.0,0.95,0.4,0.001,50,0.001021649339236319,0.90294,0.94705653,0.25867105,0.40635421872138977,0.57729435,0.9776105284690857,293901.0,842294.0,7694735.0,16430.0
Adam,SFCE,5.0,1.0,0.4,0.001,50,0.0,0.03507611,1.0,0.03507611,0.0677749365568161,0.017538056,0.5,310331.0,8537029.0,0.0,0.0
